word|kana|common_flag
ていいん|ていいん|true
ていいん|てんいん|false
ていえん|ていえん|true
ていおん|ていおん|true
ていか|ていか|true
ていかかく|ていかかく|true
ていかん|ていかん|true
ていがく|ていがく|true
ていがくねん|ていがくねん|true
ていき|ていき|true
ていきあつ|ていきあつ|true
ていきけん|ていきけん|true
ていきこうどく|ていきこうどく|true
ていきてき|ていきてき|true
ていきびん|ていきびん|true
ていきゅう|ていきゅう|true
ていきゅうび|ていきゅうび|true
ていきょう|ていきょう|true
ていきょうしゃ|ていきょうしゃ|true
ていきよきん|ていきよきん|true
ていぎ|ていぎ|true
ていけい|ていけい|true
ていけつ|ていけつ|true
ていげん|ていげん|true
ていこう|ていこう|true
ていこく|ていこく|true
ていこくしゅぎ|ていこくしゅぎ|true
ていさい|ていさい|true
ていさつ|ていさつ|true
ていし|ていし|true
ていし|でし|false
ていしゃ|ていしゃ|true
ていしゅ|ていしゅ|true
ていしゅつ|ていしゅつ|true
ていしょう|ていしょう|true
ていしょく|ていしょく|true
ていじ|ていじ|true
ていじせい|ていじせい|true
ていじゅう|ていじゅう|true
ていすいじゅん|ていすいじゅん|true
ていすう|ていすう|true
ていせい|ていせい|true
ていせつ|ていせつ|true
ていせん|ていせん|true
ていそ|ていそ|true
ていたい|ていたい|true
ていたく|ていたく|true
ていち|ていち|true
ていちゃく|ていちゃく|true
ていちょう|ていちょう|true
ていでん|ていでん|true
ていとう|ていとう|true
ていとうけん|ていとうけん|true
ていど|ていど|true
ていない|ていない|true
ていねい|ていねい|true
ていねん|ていねん|true
ていはく|ていはく|true
ていばん|ていばん|true
ていひょう|ていひょう|true
ていへん|ていへん|true
ていぼう|ていぼう|true
ていまい|ていまい|true
ていめい|ていめい|true
ていやく|ていやく|true
ていらく|ていらく|true
ていり|ていり|true
ていりつ|ていりつ|true
ていりゅう|ていりゅう|true
ていりゅうしょ|ていりゅうじょ|false
ていりゅうじょ|ていりゅうじょ|true
ていりょう|ていりょう|true
ていりょうきん|ていりょうきん|true
ていれ|ていれ|true
ていれい|ていれい|true
てうす|てうす|true
ておくれ|ておくれ|true
ておち|ておち|true
てかず|てすう|false
てがかり|てがかり|true
てがき|てがき|true
てがける|てがける|true
てがた|てがた|true
てがたい|てがたい|true
てがみ|てがみ|true
てがら|てがら|true
てがる|てがる|true
てき|てき|true
てきい|てきい|true
てきおう|てきおう|true
てきかく|てきかく|true
てきぎ|てきぎ|true
てきこく|てきこく|true
てきごう|てきごう|true
てきしつ|てきしつ|true
てきしゅつ|ちゃくしゅつ|false
てきしゅつ|てきしゅつ|true
てきじ|てきじ|true
てきする|てきする|true
てきせい|てきせい|true
てきせつ|てきせつ|true
てきたい|てきたい|true
てきちゅう|てきちゅう|true
てきとう|てきとう|true
てきど|てきど|true
てきはつ|てきはつ|true
てきほう|てきほう|true
てきよう|てきよう|true
てきりょう|てきりょう|true
てきれい|てきれい|true
てきれいき|てきれいき|true
てぎわ|てぎわ|true
てぎわよく|てぎわよく|true
てくてく|てくてく|true
てくび|てくび|true
てぐさり|てじょう|false
てぐち|てぐち|true
てごたえ|てごたえ|true
てごろ|てごろ|true
てごわい|てごわい|true
てさぐり|てさぐり|true
てさげ|てさげ|true
てじな|てじな|true
てじゅん|てじゅん|true
てじょう|てじょう|true
てすう|てすう|true
てすうりょう|てすうりょう|true
てすり|てすり|true
てせい|てせい|true
てだすけ|てだすけ|true
てだて|てだて|true
てちょう|てちょう|true
てっかい|てっかい|true
てっかく|てきかく|false
てっかく|てきかく|true
てっきょ|てっきょ|true
てっきょう|てっきょう|true
てっきり|てっきり|true
てっきん|てっきん|true
てっこう|てっこう|true
てっこく|てきこく|false
てっこつ|てっこつ|true
てっしゅう|てっしゅう|true
てっする|てっする|true
てっせい|てっせい|true
てったい|てったい|true
てってい|てってい|true
てっていてき|てっていてき|true
てっぱい|てっぱい|true
てっぱん|てっぱん|true
てっぺい|てっぺい|true
てっぺい|てっぺん|false
てっぺん|てっぺん|true
てっぽう|てっぽう|true
てつ|てつ|true
てつがく|てつがく|true
てつじん|てつじん|true
てつせい|てっせい|false
てつだい|てつだい|true
てつだう|てつだう|true
てつづき|てつづき|true
てつどう|てつどう|true
てつぼう|てつぼう|true
てつや|てつや|true
てづくり|てづくり|true
てて|ちち|false
てておや|ちちおや|false
ててはは|ふぼ|false
てとり|てとり|true
てなおし|てなおし|true
てにいれる|てにいれる|true
てにはいる|てにはいる|true
てにもつ|てにもつ|true
てぬき|てぬき|true
てぬぐい|てぬぐい|true
てのひら|てのひら|true
てはい|てはい|true
てはじめ|てはじめ|true
てばなし|てばなし|true
てばやい|てばやい|true
てびかえ|てびかえ|true
てびき|てびき|true
てびきしょ|てびきしょ|true
てぶくろ|てぶくろ|true
てぶり|てぶり|true
てへん|てっぺん|false
てほん|てほん|true
てま|てま|true
てまえ|てまえ|true
てまねき|てまねき|true
てもち|てもち|true
てもと|てもと|true
てら|てら|true
てらす|てらす|true
てる|てる|true
てれる|てれる|true
てわけ|てわけ|true
てわたす|てわたす|true
てん|つくだ|false
てん|てん|true
てんい|てんい|true
てんいん|てんいん|true
てんおうせい|てんのうせい|false
てんか|てんか|true
てんかい|てんかい|true
てんかぶつ|てんかぶつ|true
てんかん|てんかん|true
てんが|てんか|false
てんが|でんか|false
てんき|てんき|true
てんきょ|てんきょ|true
てんきよほう|てんきよほう|true
てんきん|てんきん|true
てんぐ|てんぐ|true
てんけい|てんけい|true
てんけいてき|てんけいてき|true
てんけん|てんけん|true
てんげ|てんか|false
てんこ|てんこ|true
てんこう|てんこう|true
てんこく|てんごく|false
てんごく|てんごく|true
てんさ|てんさ|true
てんさい|てんさい|true
てんさく|てんさく|true
てんざい|てんざい|true
てんし|てんし|true
てんしゅ|てんしゅ|true
てんしゅつ|てんしゅつ|true
てんしょく|てんしょく|true
てんしん|てんしん|true
てんじ|てんじ|true
てんじかい|てんじかい|true
てんじゅ|てんじゅ|true
てんじょう|てんじょう|true
てんじる|てんじる|true
てんじん|てんじん|true
てんすう|てんすう|true
てんせい|てんせい|true
てんせん|てんせん|true
てんそう|てんそう|true
てんたい|てんたい|true
てんち|てんち|true
てんちょう|てんちょう|true
てんてき|てんてき|true
てんてん|てんてん|true
てんとう|てんとう|true
てんない|てんない|true
てんにん|てんにん|true
てんねん|てんねん|true
てんねんおんせん|てんねんおんせん|true
てんねんきねんぶつ|てんねんきねんぶつ|true
てんねんとう|てんねんとう|true
てんねんガス|てんねんガス|true
てんのう|てんのう|true
てんのうせい|てんのうせい|true
てんのうへいか|てんのうへいか|true
てんばい|てんばい|true
てんぷ|ちょうふ|false
てんぷ|てんぷ|true
てんぷく|てんぷく|true
てんぷら|てんぷら|true
てんぼう|てんぼう|true
てんぽ|てんぽ|true
てんまんぐう|てんまんぐう|true
てんめい|てんめい|true
てんめつ|てんめつ|true
てんもん|てんもん|true
てんもんがく|てんもんがく|true
てんもんだい|てんもんだい|true
てんやく|てんやく|true
てんよう|てんよう|true
てんらく|てんらく|true
てんらんかい|てんらんかい|true
てんり|てんり|true
で|で|true
であい|であい|true
であう|であう|true
であし|であし|true
であります|であります|true
である|である|true
でいしょう|どろぬま|false
でいすい|でいすい|true
でいたん|でいたん|true
でいり|でいり|true
でいりぐち|でいりぐち|true
でおくれる|でおくれる|true
でかい|でかい|true
でかける|でかける|true
でかせぎ|でかせぎ|true
でかた|でかた|true
でき|でき|true
できあがり|できあがり|true
できあがる|できあがる|true
できごと|できごと|true
できだか|できだか|true
できる|できる|true
できるだけ|できるだけ|true
できるだけはやく|できるだけはやく|true
できるだけ早く|できるだけはやく|true
でき上がり|できあがり|false
でき上がる|できあがる|false
でき事|できごと|false
でき高|できだか|false
でぐち|でぐち|true
でけぇ|でかい|false
でけえ|でかい|false
でけー|でかい|false
でこぼこ|でこぼこ|true
でございます|でございます|true
でさえ|でさえ|true
でし|でし|true
でしいり|でしいり|true
でしかない|でしかない|true
でしょ|でしょう|true
でしょう|でしょう|true
でしょうか|でしょうか|true
です|です|true
ですか|ですか|true
ですから|ですから|true
ですが|ですが|true
ですぎる|ですぎる|true
でたらめ|でたらめ|true
でっかい|でかい|true
でっけぇ|でかい|false
でっけえ|でかい|false
でっけー|でかい|false
でつぞう|ねつぞう|false
でないと|でなければ|true
でなおし|でなおし|true
でなければ|でなければ|true
でなければいけない|でなければならない|false
でなければならない|でなければならない|true
でなければならぬ|でなければならない|false
では|では|true
ではいり|でいり|false
ではない|ではない|true
ではないか|ではないか|true
ではまた|ではまた|true
では無い|ではない|false
では無いか|ではないか|true
でばん|でばん|true
でぶ|デブ|false
でまえ|でまえ|true
でむかえ|でむかえ|true
でむかえる|でむかえる|true
でむく|でむく|true
でも|でも|true
でもある|でもある|true
でもない|でもない|true
でも無い|でもない|false
でる|でる|true
でんあつ|でんあつ|true
でんえん|でんえん|true
でんおん|でんえん|false
でんか|でんか|true
でんき|でんき|true
でんきせいひん|でんきせいひん|true
でんきつうしん|でんきつうしん|true
でんきゅう|でんきゅう|true
でんきょく|でんきょく|true
でんげき|でんげき|true
でんげん|でんげん|true
でんげんかいはつ|でんげんかいはつ|true
でんげんケーブル|でんげんケーブル|true
でんこう|でんこう|true
でんごん|でんごん|true
でんし|でんし|true
でんしぶひん|でんしぶひん|true
でんしゃ|でんしゃ|true
でんしょう|でんしょう|true
でんしん|でんしん|true
でんしメール|でんしメール|true
でんじしゃく|でんじしゃく|true
でんせつ|でんせつ|true
でんせん|でんせん|true
でんせんびょう|でんせんびょう|true
でんそう|でんそう|true
でんたく|でんたく|true
でんたつ|でんたつ|true
でんち|でんち|true
でんちぎれ|でんちぎれ|true
でんちゅう|でんちゅう|true
でんつうだい|でんつうだい|true
でんてつ|でんてつ|true
でんとう|でんとう|true
でんとうてき|でんとうてき|true
でんとうぶんか|でんとうぶんか|true
でんどう|でんどう|true
でんばた|たはた|false
でんぱ|でんぱ|true
でんぱた|たはた|false
でんぴょう|でんぴょう|true
でんぼ|たんぼ|false
でんぽ|たんぼ|false
でんぽう|でんぽう|true
でんりゅう|でんりゅう|true
でんりょく|でんりょく|true
でんわ|でんわ|true
でんわき|でんわき|true
でんわちょう|でんわちょう|true
でんわばんごう|でんわばんごう|true
で御座います|でございます|true
と|じゅう|false
と|そと|false
と|と|true
とい|とい|true
といあわせ|といあわせ|true
といあわせる|といあわせる|true
という|という|true
ということは|ということは|true
ということはない|ということはない|true
というもの|というもの|true
という物|というもの|false
といえば|といえば|true
といっても|といっても|true
といや|とんや|false
とう|かたな|false
とう|とう|true
とうあ|とうあ|true
とうあん|とうあん|true
とういつ|とういつ|true
とういつかん|とういつかん|true
とういん|とういん|true
とうえい|とうえい|true
とうおう|とうおう|true
とうか|とうか|true
とうかい|とうかい|true
とうかく|とうかく|true
とうかつ|とうかつ|true
とうかん|とうかん|true
とうがらし|とうがらし|true
とうき|とうき|true
とうきゅう|とうきゅう|true
とうきょう|とうきょう|true
とうきょうしょうけんとりひきしょ|とうきょうしょうけんとりひきじょ|false
とうきょうしょうけんとりひきじょ|とうきょうしょうけんとりひきじょ|true
とうきょく|とうきょく|true
とうぎ|とうぎ|true
とうぐう|とうぐう|true
とうけい|とうきょう|false
とうけい|とうけい|true
とうけつ|とうけつ|true
とうけん|とうけん|true
とうげ|とうげ|true
とうげい|とうげい|true
とうこう|とうこう|true
とうこつ|とうこつ|true
とうごう|とうごう|true
とうごく|しまぐに|false
とうさい|とうさい|true
とうさく|とうさく|true
とうさん|とうさん|true
とうざい|とうざい|true
とうし|とうし|true
とうししんたく|とうししんたく|true
とうしつ|とうしつ|true
とうしゃ|とうしゃ|true
とうしゅ|とうしゅ|true
とうしゅせん|とうしゅせん|true
とうしょ|とうしょ|true
とうしょく|だいだいいろ|false
とうしん|とうしん|true
とうじ|とうじ|true
とうじ|とうち|false
とうじき|とうじき|true
とうじしゃ|とうじしゃ|true
とうじつ|とうじつ|true
とうじょう|とうじょう|true
とうじょうじんぶつ|とうじょうじんぶつ|true
とうじる|とうじる|true
とうすい|とうすい|true
とうせい|とうせい|true
とうせき|とうせき|true
とうせん|とうせん|true
とうぜん|とうぜん|true
とうそう|とうそう|true
とうぞく|とうぞく|true
とうたつ|とうたつ|true
とうだい|とうだい|true
とうち|とうち|true
とうちゃく|とうちゃく|true
とうちょう|とうちょう|true
とうちょく|とうちょく|true
とうてい|とうてい|true
とうてん|とうてん|true
とうと|とうと|true
とうとい|とうとい|true
とうとう|とうとう|true
とうとつ|とうとつ|true
とうとぶ|とうとぶ|true
とうどり|とうどり|true
とうない|とうない|true
とうなん|とうなん|true
とうにゅう|とうにゅう|true
とうにょうびょう|とうにょうびょう|true
とうにん|とうにん|true
とうの|とうの|true
とうは|とうは|true
とうはつ|とうはつ|true
とうばん|とうばん|true
とうひ|とうひ|true
とうひょう|とうひょう|true
とうひょうしょ|とうひょうしょ|true
とうひょうじょ|とうひょうしょ|false
とうひょうばこ|とうひょうばこ|true
とうひん|とうひん|true
とうびょう|とうびょう|true
とうふ|とうふ|true
とうぶ|とうぶ|true
とうぶん|とうぶん|true
とうべん|とうべん|true
とうほう|とうほう|true
とうほく|とうほく|true
とうほん|とうほん|true
とうぼう|とうぼう|true
とうみん|とうみん|true
とうむ|とうむ|true
とうめい|とうめい|true
とうめん|とうめん|true
とうもろこし|とうもろこし|true
とうやく|とうやく|true
とうゆ|とうゆ|true
とうゆうし|とうゆうし|true
とうよ|とうよ|true
とうよう|とうよう|true
とうらい|とうらい|true
とうらく|とうらく|true
とうり|とうり|true
とうりゃく|とうりゃく|true
とうりゅうもん|とうりゅうもん|true
とうるい|とうるい|true
とうろく|とうろく|true
とうろくしゃ|とうろくしゃ|true
とうろくしょうひょう|とうろくしょうひょう|true
とうろくばんごう|とうろくばんごう|true
とうろん|とうろん|true
とうわく|とうわく|true
とえい|とえい|true
とお|じゅう|true
とおあさ|とおあさ|true
とおい|とおい|true
とおか|とおか|true
とおく|とおく|true
とおざかる|とおざかる|true
とおし|とおし|true
とおす|とおす|true
とおやま|えんざん|false
とおり|とおり|true
とおりすぎる|とおりすぎる|true
とおり過ぎる|とおりすぎる|false
とおる|とおる|true
とか|とか|true
とかい|とかい|true
とかく|とかく|true
とかす|とかす|true
とかり|ほこ|false
とがめる|とがめる|true
とがる|とがる|true
とき|とき|true
ときおり|ときおり|true
ときとして|ときとして|true
ときどき|ときどき|true
ときには|ときには|true
ときはかねなり|ときはかねなり|true
ときほぐす|ときほぐす|true
ときより|ときおり|false
とぎ|とぎ|true
とぎれる|とぎれる|true
とく|とく|true
とくい|とくい|true
とくいさき|とくいさき|true
とくぎ|とくぎ|true
とくさく|とくさく|true
とくさん|とくさん|true
とくし|とくし|true
とくしか|とくしか|true
とくしつ|とくしつ|true
とくしゃ|とくしゃ|true
とくしゅ|とくしゅ|true
とくしゅう|とくしゅう|true
とくしゅほうじん|とくしゅほうじん|true
とくしょ|どくしょ|false
とくしょく|とくしょく|true
とくじゅ|とくじゅ|true
とくする|とくする|true
とくせい|とくせい|true
とくせつ|とくせつ|true
とくせん|とくせん|true
とくそう|とくそう|true
とくそく|とくそく|true
とくだい|とくだい|true
とくだん|とくだん|true
とくちょう|とくちょう|true
とくてい|とくてい|true
とくてん|とくてん|true
とくとく|とくとく|true
とくに|とくに|true
とくはいん|とくはいん|true
とくばい|とくばい|true
とくひつ|とくひつ|true
とくひょう|とくひょう|true
とくべつ|とくべつ|true
とくべつかかく|とくべつかかく|true
とくべつく|とくべつく|true
とくほん|とくほん|true
とくめい|とくめい|true
とくやく|とくやく|true
とくゆう|とくゆう|true
とくれい|とくれい|true
とぐ|とぐ|true
とぐち|とぐち|true
とけい|とけい|true
とけこむ|とけこむ|true
とける|とける|true
とけ込む|とけこむ|false
とげ|とげ|true
とげる|とげる|true
とこ|とこ|true
とこ|ところ|false
とこう|とこう|true
とこのま|とこのま|true
とこや|とこや|true
ところ|ところ|true
ところが|ところが|true
ところで|ところで|true
ところどころ|ところどころ|true
ところを|ところを|true
とこを|ところを|false
とざす|とざす|true
とざん|とざん|true
とし|とし|true
としあけ|としあけ|true
としうえ|としうえ|true
としおとこ|としおとこ|true
としがしら|ねんとう|false
としけいかく|としけいかく|true
としごろ|としごろ|true
としした|としした|true
としつき|としつき|true
として|として|true
としても|としても|true
としとった|としとった|true
としどし|ねんねん|false
としぶ|としぶ|true
としょ|としょ|true
としょかん|としょかん|true
としょしつ|としょしつ|true
としより|としより|true
としをとる|としをとる|true
としん|としん|true
としガス|としガス|true
とじこめる|とじこめる|true
とじこもる|とじこもる|true
とじまり|とじまり|true
とじょう|とじょう|true
とじょうこく|とじょうこく|true
とじる|とじる|true
とする|とする|true
とすると|とすると|true
とすれば|とすれば|true
とせい|とせい|true
とそう|とそう|true
とたん|とたん|true
とたんに|とたんに|true
とだえる|とだえる|true
とだな|とだな|true
とち|とち|true
とちがら|とちがら|true
とちゅう|とちゅう|true
とちょう|とちょう|true
とっかん|とっかん|true
とっき|とっき|true
とっきゅう|とっきゅう|true
とっきょ|とっきょ|true
とっきょちょう|とっきょちょう|true
とっくに|とっくに|true
とっくん|とっくん|true
とっけん|とっけん|true
とっこうたい|とっこうたい|true
とっこうやく|とっこうやく|true
とっさに|とっさに|true
とっしゅつ|とっしゅつ|true
とっしん|とっしん|true
とって|とって|true
とっても|とても|false
とっぱ|とっぱ|true
とっぱん|とっぱん|true
とっぱんいんさつ|とっぱんいんさつ|true
とっぷう|とっぷう|true
とつおう|でこぼこ|false
とつぐ|とつぐ|true
とつじょ|とつじょ|true
とつぜん|とつぜん|true
とつにゅう|とつにゅう|true
とても|とても|true
ととのう|ととのう|true
ととのえる|ととのえる|true
ととのった|ととのった|true
とどうふけん|とどうふけん|true
とどく|とどく|true
とどけ|とどけ|true
とどけで|とどけで|true
とどける|とどける|true
とどまる|とどまる|true
とどめなく|とめどなく|false
とどめる|とどめる|true
とない|とない|true
となえる|となえる|true
となかい|トナカイ|false
となったら|となったら|true
となり|となり|true
となりあう|となりあう|true
となりあわせ|となりあわせ|true
となり合う|となりあう|false
となり合わせ|となりあわせ|false
となる|となる|true
となると|となると|true
となれば|となれば|true
とにかく|とにかく|true
とのさま|とのさま|true
とは|とは|true
とはいうものの|とはいうものの|true
とはかぎらない|とはかぎらない|true
とは言うものの|とはいうものの|true
とは限らない|とはかぎらない|true
とばし|とばし|true
とばす|とばす|true
とびあがる|とびあがる|true
とびおりる|とびおりる|true
とびかう|とびかう|true
とびきり|とびきり|true
とびこみ|とびこみ|true
とびこむ|とびこむ|true
とびだし|とびだし|true
とびだす|とびだす|true
とびち|とびち|true
とびひ|とびひ|true
とびら|とびら|true
とび上がる|とびあがる|false
とび上る|とびあがる|false
とび下りる|とびおりる|false
とび交う|とびかう|false
とび出し|とびだし|false
とび出す|とびだす|false
とび降りる|とびおりる|false
とふ|とふ|true
とぶ|とぶ|true
とぶらう|とむらう|false
とほ|とほ|true
とほう|とほう|true
とぼける|とぼける|true
とぼしい|とぼしい|true
とぼす|ともす|false
とまどい|とまどい|true
とまどう|とまどう|true
とまり|とまり|true
とまる|とまる|true
とみ|とみ|true
とみん|とみん|true
とむ|とむ|true
とむらう|とむらう|true
とめがね|とめがね|true
とめどなく|とめどなく|true
とめど無く|とめどなく|false
とめる|とめる|true
とめ金|とめがね|false
とも|とも|true
ともあれ|ともあれ|true
ともえ|ともえ|true
ともかく|ともかく|true
ともかせぎ|ともかせぎ|true
ともしい|とぼしい|false
ともす|ともす|true
ともだおれ|ともだおれ|true
ともだち|ともだち|true
ともども|ともども|true
ともなう|ともなう|true
ともに|ともに|true
ともばたらき|ともばたらき|true
とも倒れ|ともだおれ|false
とも有れ|ともあれ|false
とゆう|という|false
とら|とら|true
とらい|とらい|true
とらえる|とらえる|true
とらわれる|とらわれる|true
とり|とり|true
とり|にわとり|false
とりあえず|とりあえず|true
とりあげる|とりあげる|true
とりあつかい|とりあつかい|true
とりあつかいちゅうい|とりあつかいちゅうい|true
とりあつかう|とりあつかう|true
とりい|とりい|true
とりいれる|とりいれる|true
とりえ|とりえ|true
とりかえす|とりかえす|true
とりかえる|とりかえる|true
とりかかる|とりかかる|true
とりかこむ|とりかこむ|true
とりかた|とりかた|true
とりきめ|とりきめ|true
とりきめる|とりきめる|true
とりくち|とりくち|true
とりくみ|とりくみ|true
とりくむ|とりくむ|true
とりけし|とりけし|true
とりけす|とりけす|true
とりこみ|とりこみ|true
とりこむ|とりこむ|true
とりこわし|とりこわし|true
とりさげ|とりさげ|true
とりしまり|とりしまり|true
とりしまりほう|とりしまりほう|true
とりしまりやく|とりしまりやく|true
とりしまりやくかい|とりしまりやくかい|true
とりしまる|とりしまる|true
とりしらべ|とりしらべ|true
とりそろえる|とりそろえる|true
とりたて|とりたて|true
とりだす|とりだす|true
とりつ|とりつ|true
とりつぎ|とりつぎ|true
とりつぐ|とりつぐ|true
とりにく|とりにく|true
とりのこす|とりのこす|true
とりのぞく|とりのぞく|true
とりはからい|とりはからい|true
とりはずす|とりはずす|true
とりひき|とりひき|true
とりひきさき|とりひきさき|true
とりまく|とりまく|true
とりまとめる|とりまとめる|true
とりもどす|とりもどす|true
とりょう|とりょう|true
とりよせる|とりよせる|true
とりわけ|とりわけ|true
とり上げる|とりあげる|false
とり入れる|とりいれる|false
とり出す|とりだす|false
とり囲む|とりかこむ|false
とり戻す|とりもどす|false
とり扱う|とりあつかう|false
とり残す|とりのこす|false
とり立て|とりたて|false
とり組み|とりくみ|false
とり肉|とりにく|false
とり込み|とりこみ|false
とり除く|とりのぞく|false
とる|とる|true
とれる|とれる|true
とろ|とろ|true
とろう|とろう|true
とんかつ|とんカツ|false
とんがらし|とうがらし|false
とんがる|とがる|false
とんだ|とんだ|true
とんでもない|とんでもない|true
とんでも無い|とんでもない|false
とんとん|とんとん|true
とんにく|ぶたにく|false
とんぼ|とんぼ|true
とんぼう|とんぼ|false
とんや|とんや|true
とんよく|どんよく|false
とんカツ|とんカツ|true
と言う|という|true
と言うことは|ということは|true
と言うことはない|ということはない|true
と言うもの|というもの|true
と言う事は|ということは|false
と言う物|というもの|false
と言えば|といえば|true
と言っても|といっても|true
ど|と|false
ど|ど|true
どあい|どあい|true
どう|どう|true
どうあげ|どうあげ|true
どうい|どうい|true
どういう|どういう|true
どういたしまして|どういたしまして|true
どういつ|どういつ|true
どういん|どういん|true
どうおん|どうおん|true
どうか|どうか|true
どうかせん|どうかせん|true
どうかん|どうかん|true
どうが|どうが|true
どうがん|どうがん|true
どうき|どうき|true
どうきゅう|どうきゅう|true
どうきゅうせい|どうきゅうせい|true
どうきょ|どうきょ|true
どうきょう|どうきょう|true
どうきょく|どうきょく|true
どうぎ|どうぎ|true
どうぎご|どうぎご|true
どうぎてきせきにん|どうぎてきせきにん|true
どうぎょう|どうぎょう|true
どうくつ|どうくつ|true
どうぐ|どうぐ|true
どうけつ|ほらあな|false
どうけん|どうけん|true
どうげつ|どうげつ|true
どうこう|どうこう|true
どうこく|どうこく|true
どうさ|どうさ|true
どうさつ|どうさつ|true
どうざん|どうざん|true
どうし|どうし|true
どうしたの|どうしたの|true
どうしつ|どうしつ|true
どうして|どうして|true
どうしても|どうしても|true
どうしゃ|どうしゃ|true
どうしゅ|どうしゅ|true
どうしょう|どうしょう|true
どうしょうもない|どうしようもない|false
どうしょくぶつ|どうしょくぶつ|true
どうしようもない|どうしようもない|true
どうしようも無い|どうしようもない|false
どうしん|どうしん|true
どうじ|どうじ|true
どうじき|どうじき|true
どうじだい|どうじだい|true
どうじつ|どうじつ|true
どうじに|どうじに|true
どうじょう|どうじょう|true
どうじる|どうじる|true
どうじん|どうじん|true
どうすう|どうすう|true
どうせ|どうせ|true
どうせい|どうせい|true
どうせいあい|どうせいあい|true
どうせき|どうせき|true
どうせん|どうせん|true
どうぜん|どうぜん|true
どうそう|どうそう|true
どうそうかい|どうそうかい|true
どうぞ|どうぞ|true
どうぞう|どうぞう|true
どうたい|どうたい|true
どうち|どうち|true
どうちょう|どうちょう|true
どうてい|みちのり|false
どうてん|どうてん|true
どうでもいい|どうでもいい|true
どうでもよい|どうでもいい|false
どうでも良い|どうでもいい|true
どうとう|どうとう|true
どうとく|どうとく|true
どうどう|どうどう|true
どうにか|どうにか|true
どうにもならない|どうにもならない|true
どうにゅう|どうにゅう|true
どうにん|どうじん|false
どうねん|どうねん|true
どうはん|どうはん|true
どうはんが|どうはんが|true
どうばんが|どうはんが|false
どうびょう|どうびょう|true
どうふう|どうふう|true
どうぶつ|どうぶつ|true
どうぶつえん|どうぶつえん|true
どうほう|どうほう|true
どうぼう|どうほう|false
どうみゃく|どうみゃく|true
どうみゃくこうか|どうみゃくこうか|true
どうみょう|どうめい|false
どうめい|どうめい|true
どうも|どうも|true
どうもありがとう|どうもありがとう|true
どうも有り難う|どうもありがとう|false
どうも有難う|どうもありがとう|true
どうや|どうや|true
どうやら|どうやら|true
どうよう|どうよう|true
どうらん|どうらん|true
どうり|どうり|true
どうり|どおり|false
どうりつ|どうりつ|true
どうりょう|どうりょう|true
どうりょく|どうりょく|true
どうるい|どうるい|true
どうれつ|どうれつ|true
どうろ|どうろ|true
どうわ|どうわ|true
どう仕様もない|どうしようもない|false
どう仕様も無い|どうしようもない|false
どう致しまして|どういたしまして|true
どう言う|どういう|false
どおじ|とち|false
どおり|どおり|true
どき|どき|true
どきっと|ドキッと|false
どきどき|ドキドキ|true
どきょう|どきょう|true
どきんどきん|ドキドキ|false
どく|とく|false
どく|どく|true
どくえん|どくえん|true
どくがく|どくがく|true
どくさい|どくさい|true
どくさつ|どくさつ|true
どくしゃ|どくしゃ|true
どくしょ|どくしょ|true
どくしょう|どくしょう|true
どくしん|どくしん|true
どくじ|どくじ|true
どくせい|どくせい|true
どくせん|どくせん|true
どくぜつ|どくぜつ|true
どくそう|どくそう|true
どくそうてき|どくそうてき|true
どくだん|どくだん|true
どくとく|どくとく|true
どくほん|とくほん|false
どくぼう|どくぼう|true
どくやく|どくやく|true
どくりつ|どくりつ|true
どくりつこく|どくりつこく|true
どくガス|どくガス|true
どける|どける|true
どけんや|どけんや|true
どこ|どこ|true
どこか|どこか|true
どこにも|どこにも|true
どこにもない|どこにもない|true
どこにも無い|どこにもない|false
どこまでも|どこまでも|true
どごう|どごう|true
どさ|どしゃ|false
どし|どうし|false
どしたの|どうしたの|false
どしどし|どしどし|true
どしゃ|どしゃ|true
どしゃぶり|どしゃぶり|true
どしゃ降り|どしゃぶり|false
どじ|とち|false
どじょう|どじょう|true
どじん|どじん|true
どすう|どすう|true
どせい|どせい|true
どせき|どせき|true
どそく|どそく|true
どたばた|どたばた|true
どたんば|どたんば|true
どたん場|どたんば|false
どだい|どだい|true
どち|とち|false
どちら|どちら|true
どちらかというと|どちらかというと|true
どちらかと言うと|どちらかというと|true
どちらでもない|どちらでもない|true
どちらにせよ|どちらにせよ|true
どちらも|どちらも|true
どっか|どこか|false
どっきどき|ドキドキ|false
どっきんほう|どっきんほう|true
どっち|どちら|true
どっちも|どちらも|true
どっと|どっと|true
どて|どて|true
どとう|どとう|true
どどん|ドドン|false
どどーん|ドドン|false
どなた|どなた|true
どなたか|どなたか|true
どなたでも|どなたでも|true
どなりこむ|どなりこむ|true
どなり込む|どなりこむ|false
どなる|どなる|true
どにち|どにち|true
どの|どの|true
どのくらい|どのくらい|true
どのぐらい|どのくらい|true
どのへん|どのへん|true
どのよう|どのよう|true
どのように|どのように|true
どの位|どのくらい|true
どの様|どのよう|true
どの様に|どのように|true
どの辺|どのへん|true
どひょう|どひょう|true
どひょうぎわ|どひょうぎわ|true
どぶ|どぶ|true
どべい|どべい|true
どぼく|どぼく|true
どま|どま|true
ども|ども|true
どもる|どもる|true
どよう|どよう|true
どようび|どようび|true
どよめく|どよめく|true
どらむすこ|どらむすこ|true
