0;ja;fr;sounds;notes;JLPT;tags
53075;車にしてもバイクにしても、比較的上手に運転できる方だと思います。;I think he is someone who can drive relatively well <strong>regardless of whether</strong> it is a car or a motorcycle.;[sound:車にしてもバイクにしても、比較的上手に運転できる方だと思いま.ogg];;N2;bunpro JLPT2 validated
53184;天気はあまり良くないが、久しぶりに旅行に来れただけましだ。;Although the weather isn't the best, I <strong>should be grateful that</strong> I am able to travel for the first time in a long time.;[sound:天気はあまり良くないが、久しぶりに旅行に来れただけましだ。_6316.ogg];;N2;bunpro JLPT2
53185;このアパートはボロボロだけど、職場に近いだけましだ。;This apartment is a wreck, but <strong>at least</strong> it is close to my work place.;[sound:このアパートはボロボロだけど、職場に近いだけましだ。_1700.ogg];;N2;bunpro JLPT2
53186;味覚はないかもしれないが、元気なだけましだ。;Although I can't taste, <strong>at least</strong> I am feeling well.;[sound:味覚はないかもしれないが、元気なだけましだ。_3390.ogg];;N2;bunpro JLPT2
53187;ご馳走とは言えないが、食べるものがあるだけましだ。;I can't say that I feasted, but <strong>at least</strong> I had something to eat.;[sound:ご馳走とは言えないが、食べるものがあるだけましだ。.ogg];;N2;bunpro JLPT2 validated
53188;古い校舎だが、冷房があるだけましだ。;The school building is old, but <strong>at least</strong> it has air conditioning.;[sound:古い校舎だが、冷房があるだけましだ。.ogg];;N2;bunpro JLPT2 validated
53189;あんな大事故が起きたのだから、命があるだけましだ。;Since such a big accident occured, <strong>you should be grateful that</strong> you are still alive.;[sound:あんな大事故が起きたのだから、命があるだけましだ。.ogg];;N2;bunpro JLPT2 validated
53190;泥棒に入られたが、金庫が無事なだけましだ。;A robber broke in, but <strong>I should be grateful that</strong> the safe is intact.;[sound:泥棒に入られたが、金庫が無事なだけましだ。.ogg];;N2;bunpro JLPT2 validated
53191;上手な部員はいなくても、部に後輩がいるだけましです。;Even if there are no skilled staff, there are <strong>at least</strong> some kouhai in the department.;[sound:上手な部員はいなくても、部に後輩がいるだけましです。.ogg];;N2;bunpro JLPT2 validated
53192;料理は微妙でも、裁縫が上手なだけましだ。;Even if their cooking is questionable, <strong>at least</strong> they are good at sewing.;[sound:料理は微妙でも、裁縫が上手なだけましだ。.ogg];;N2;bunpro JLPT2 validated
53193;彼はやり方が強引ですが、暴力を振るわないだけましです。;His way of doing it is overbearing, but <strong>you should be grateful</strong> that he isn't violent.;[sound:彼はやり方が強引だが、暴力を振るわないだけましです。.ogg]<br>[sound:彼はやり方が強引ですが、暴力を振るわないだけましです。.ogg];;N2;bunpro JLPT2 validated
53194;私の旦那は料理もしない。あなたの旦那は料理をしてくれるだけましだ。;My husband doesn't even cook. <strong>At least</strong> your husband cooks for you.;[sound:私の旦那は料理もしない。あなたの旦那は料理をしてくれるだけま.ogg];;N2;bunpro JLPT2 validated
53195;彼女の口実はいいとは言えませんが、嘘をつかないだけましです。;It can't be said that her excuses are good, but <strong>at least</strong> she doesn't lie.;[sound:彼女の口実はいいとは言えませんが、嘘をつかないだけましです。.ogg];;N2;bunpro JLPT2 validated
53196;あの講師の教え方は上手とは言えないが、黒板の字が綺麗なだけましだ。;It can't be said that that lecturer's way of teaching is good, but <strong>at least</strong> the characters they write on the chalkboard are nice.;[sound:あの講師の教え方は上手とは言えないが、黒板の字がきれいなだけ.ogg]<br>[sound:あの講師の教え方は上手とは言えないが、黒板の字が綺麗なだけま.ogg];;N2;bunpro JLPT2 validated
53197;仕事は辛いかもしれないけど、公務員は安定しているだけましだ。;Your job is probably tough, but a public servant's job is stable <strong>at least</strong>.;[sound:仕事は辛いかもしれないけど、公務員は安定しているだけましだ。.ogg];;N2;bunpro JLPT2 validated
53198;少額だとしても、お小遣いをもらえるだけましだ。;Even if it is a small amount, <strong>you should be grateful</strong> you are receiving an allowance.;[sound:少額だとしても、お小遣いをもらえるだけましだ。.ogg];;N2;bunpro JLPT2 validated
53234;このホームセンターは会員制なので、買い物をするには会員登録が必要です。;Since this home improvement store is only open to members, you will need to sign up <strong>in order to</strong> shop here.;[sound:このホームセンターは会員制なので、買い物をするには会員登録が_5712.ogg];;N2;bunpro JLPT2
53235;海外に行くにはパスポートが必要です。;You need a passport <strong>in order to</strong> travel abroad.;[sound:海外に行くにはパスポートが必要です。_4253.ogg];;N2;bunpro JLPT2
53236;この本は子供には難しすぎるだろう。;This book is probably too difficult <strong>for</strong> children.;[sound:この本は子供には難しすぎるだろう。_4546.ogg];;N2;bunpro JLPT2
53237;通勤には車を使わないでください。;Please do not use your car <strong>for</strong> commuting.;[sound:通勤には車を使わないでください。_2478.ogg];;N2;bunpro JLPT2
53238;「移動にはスクーターを使ったらどう？」;'What about using a scooter <strong>for</strong> transportation?';[sound:「移動にはスクーターを使ったらどう？」.ogg];;N2;bunpro JLPT2 validated
53239;夢を実現するには時間がかかる。;It takes time <strong>in order to</strong> make one's dream happen.;[sound:夢を実現するには時間がかかる。.ogg];;N2;bunpro JLPT2 validated
53240;出産には、我慢強さが必要です。;<strong>In order to</strong> give birth, endurance is necessary.;[sound:出産には、我慢強さが必要です。.ogg];;N2;bunpro JLPT2 validated
53241;一戸建てを買うには多くの金がかかる。;It costs a lot of money <strong>to</strong> buy a detached house.;[sound:一戸建てを買うには多くの金がかかる。.ogg];;N2;bunpro JLPT2 validated
53242;間違いを認めてやり直す<strong>には</strong>勇気が要ります。;One needs courage <strong>in order to admit</strong> a mistake and start over.;[sound:間違いを認めてやり直すには勇気が要ります。.ogg];;N2;bunpro JLPT2 validated
53243;3ヶ月以上の滞在にはビザが必要です。;A visa is necessary <strong>for</strong> stays longer than three months.;[sound:3ヶ月以上の滞在にはビザが必要です。.ogg];;N2;bunpro JLPT2 validated
53244;短所を改善するには、まずその短所を認めることが必要です。;<strong>In order to</strong> fix your weaknesses, it is necessary to first acknowledge those weaknesses.;[sound:短所を改善するには、まずその短所を認めることが必要です。.ogg];;N2;bunpro JLPT2 validated
53245;外国語を学ぶには一貫性が一番だと思います。;I think that the best way <strong>to</strong> learn a foreign language is consistency.;[sound:外国語を学ぶには一貫性が一番だと思います。.ogg];;N2;bunpro JLPT2 validated
53246;運動は、健康を維持するには不可欠です。;Exercise is essential <strong>in order to</strong> maintain good health.;[sound:運動は、健康を維持するには不可欠です。.ogg];;N2;bunpro JLPT2 validated
53247;通勤には自転車を使う人が最近増えている。;The number of people who have been using a bicycle <strong>for</strong> commuting has increased.;[sound:通勤には自転車を使う人が最近増えている。.ogg];;N2;bunpro JLPT2 validated
53248;日本で独り暮らしをするには、日本語を話せるようになるべきだ。;<strong>In order to</strong> live by yourself in Japan, you should be able to speak Japanese.;[sound:日本で独り暮らしをするには、日本語を話せるようになるべきだ。.ogg];;N2;bunpro JLPT2 validated
53249;「妹がブランコで遊ぶには、まだ小さすぎます。」と男の子は言いました。;'<strong>As for</strong> playing on the swings, my sister is still too small', said the boy. (<strong>In order to</strong>);[sound:「妹がブランコで遊ぶには、 まだ小さすぎます。」と男の子は言.ogg]<br>[sound:「妹がブランコで遊ぶには、まだ小さすぎます。」と男の子は言い.ogg];;N2;bunpro JLPT2 validated
53255;先輩は疲れているのじゃないだろうか。;<strong>I think</strong> that our senpai is tired, <strong>don't you think</strong>?;[sound:先輩は疲れているのじゃないだろうか。_0143.ogg];;N2;bunpro JLPT2
53256;息子がおもちゃをじーっとみている。あのおもちゃが欲しいのじゃないだろうか。;Our son is staring at a toy. <strong>I think</strong> he wants that toy, <strong>don't you agree</strong>?;[sound:息子がおもちゃをじーっとみている。あのおもちゃが欲しいのじゃ_5614.ogg];;N2;bunpro JLPT2
53257;長谷川さんは田中さんのことが好きなのではないでしょうか。;<strong>I think</strong> that Hasegawa-san likes Tanaka-san, <strong>don't you agree</strong>?;[sound:長谷川さんは田中さんのことが好きなのではないでしょうか。_5009.ogg];;N2;bunpro JLPT2
53258;あの人の右腕に入ってるタトゥー、防犯カメラに映っていたのと全く同じです。あの人は犯人なのではないでしょうか。;The tattoo on that person's right arm is exactly the same as the one seen on the security camera. <strong>I think</strong> that he is the perpetrator, <strong>don't you agree</strong>?;[sound:あの人の右腕に入ってるタトゥー、防犯カメラに映っていたのと全_4759.ogg];;N2;bunpro JLPT2
53259;彼はもしかして、あきれているのではないだろうか。;<strong>I think</strong> that he is probably amazed, <strong>isn't he?</strong> (<strong>don't you agree?</strong>);[sound:彼はもしかして、あきれているのではないだろうか。.ogg];;N2;bunpro JLPT2 validated
53260;あそこに見えるのは、虹ではないだろうか。;<strong>I think</strong> the thing you can see over there is a rainbow, <strong>isn't it?</strong> (<strong>don't you agree?</strong>);[sound:あそこに見えるのは、虹ではないだろうか。.ogg];;N2;bunpro JLPT2 validated
53261;この症状、伝染病ではないだろうか。;With these symptoms, <strong>I think</strong> it's a contagious disease, <strong>isn't it?</strong> (<strong>don't you agree?</strong>);[sound:この症状、伝染病ではないだろうか。.ogg];;N2;bunpro JLPT2 validated
53262;この調子だと、停電が長引くのではないだろうか。;At this rate, <strong>I think</strong> the blackout will drag on, <strong>won't it?</strong> (<strong>don't you agree?</strong>);[sound:この調子だと、停電が長引くのではないだろうか。.ogg];;N2;bunpro JLPT2 validated
53263;こんなお願いをしてしまって、厚かましかったのではないだろうか。;<strong>I think</strong> it was pretty bold/shameless to make a request like this, <strong>don't you agree?</strong> (<strong>isn't it?</strong>);[sound:こんなお願いをしてしまって、厚かましかったのではないだろうか.ogg];;N2;bunpro JLPT2 validated
53264;先輩に意見を言ったら、生意気ではないだろうか。;<strong>I think</strong> it is impertinent to tell your opinion to your senior, <strong>isn't it?</strong> (<strong>don't you agree?</strong>);[sound:先輩に意見を言ったら、生意気ではないだろうか。.ogg];;N2;bunpro JLPT2 validated
53265;仕事に対する真剣な姿に、憧れるのではないだろうか。;<strong>I think</strong> a serious stance towards one's work is admired, <strong>isn't it?</strong> (<strong>don't you agree?</strong>);[sound:仕事に対する真剣な姿に、憧れるのではないだろうか。.ogg];;N2;bunpro JLPT2 validated
53266;あの店、水曜日は確か定休日ではないだろうか。;If I am not mistaken, <strong>I think</strong> that store has its regular holiday on Wednesday, <strong>doesn't it?</strong> (<strong>don't you agree?</strong>);[sound:あの店、水曜日は確か定休日ではないだろうか。.ogg];;N2;bunpro JLPT2 validated
53267;定価は10,000円ではないでしょうか。随分安くなっていますね。;<strong>I think</strong> the regular price is 10,000 yen, <strong>isn't it?</strong> It has become considerably cheaper. (<strong>don't you agree?</strong>);[sound:定価は10 000円ではないでしょうか。随分安くなっていますね。.ogg];;N2;bunpro JLPT2 validated
53268;ドラマのあの展開は、誰にも予想できないのではないだろうか。;No one could have predicted the development in that drama, <strong>don't you think?</strong> (<strong>couldn't have</strong>);[sound:ドラマのあの展開は、誰にも予想できないのではないだろうか。.ogg];;N2;bunpro JLPT2 validated
53269;今回のテストは難しかったけど、点数が悪すぎるのではないだろうか。;This test was difficult, but <strong>I think</strong> my score is much too low, <strong>isn't it?</strong> (<strong>don't you agree?</strong>);[sound:今回のテストは難しかったけど、点数が悪すぎるのではないだろう.ogg];;N2;bunpro JLPT2 validated
53270;しまっていた宝石が見当たらない。盗難にあったのではないだろうか。;It appears that the locked up jewels can't be found. <strong>I think</strong> they were stolen, <strong>don't you agree?</strong> (<strong>isn't it?</strong>);[sound:しまっていた宝石が見当たらない。盗難にあったのではないだろう.ogg];;N2;bunpro JLPT2 validated
53284;隣の人のテレビの音がわずかに聞こえる。;I can <strong>slightly</strong> hear the sound of my neighbor's TV.;[sound:隣の人のテレビの音がわずかに聞こえる。_2668.ogg];;N2;bunpro JLPT2 validated
53285;建物と建物の間から富士山がわずかに見えた。;Mt. Fuji was <strong>slightly</strong> visible between the buildings.;[sound:建物と建物の間から富士山がわずかに見えた。_8081.ogg];;N2;bunpro JLPT2 validated
53286;始めた頃に比べると、わずかに上手になった感じがします。;Compared to when I started, I feel I am only <strong>slightly</strong> better.;[sound:始めた頃に比べると、僅かに上手になった感じがします。_9786.ogg];;N2;bunpro JLPT2 validated
53287;この建物は真下からみると、わずかに傾いているように見える。;This building appears to tilt <strong>slightly</strong> when viewed from directly below.;[sound:この建物は真下からみると、わずかに傾いているように見える。_2536.ogg];;N2;bunpro JLPT2 validated
53288;彼女とはわずかに意見が違う。;(My) opinion differs <strong>slightly</strong> from her's.;[sound:彼女とはわずかに意見が違う。.ogg]<br>[sound:彼女とは僅かに意見が違う。.ogg];;N2;bunpro JLPT2 validated
53289;LINUXのインタフェイスはWINDOWSのとわずかに異なる。;Linux's interface <strong>slightly</strong> differs from Windows'.;[sound:linuxのインタフェイスはwindowsのとわずかに異 なる。.ogg]<br>[sound:linuxのインタフェイスはwindowsのと僅かに異なる。.ogg];;N2;bunpro JLPT2 validated
53290;似ているけど、わずかに形が違うような気がした。;They look similar, but I had a feeling that their shapes were <strong>slightly</strong> different.;[sound:似ているけど、わずかに形が違うような気がした。.ogg]<br>[sound:似ているけど、僅かに形が違うような気がした。.ogg];;N2;bunpro JLPT2 validated
53291;わずかに毛が生えてきた。育毛に成功したのかもしれない。;My hair is coming in <strong>slightly</strong>. My hair restoration might just be working.;[sound:わずかに毛 が生えてきた。育毛に成功したのかもしれない。.ogg]<br>[sound:僅かに毛が生えてきた。育毛に成功したのかもしれない。.ogg];;N2;bunpro JLPT2 validated
53292;校長先生の怒鳴り声がわずかに聞こえる。;I could hear the angry voice of the principal just <strong>barely</strong>.;[sound:校長先生の怒鳴り声がわずかに聞こえる。.ogg]<br>[sound:校長先生の怒鳴り声が僅かに聞こえる。.ogg];;N2;bunpro JLPT2 validated
53293;間違いがわずかに見つかってしまった。やり直しだな。;I unfortunately found a <strong>slight</strong> mistake. Looks like I have to redo it.;[sound:間違いがわずかに見つかってしまった。やり直しだな。.ogg]<br>[sound:間違いが僅かに見つかってしまった。やり直しだな。.ogg];;N2;bunpro JLPT2 validated
53294;わずかに寝坊した。急げば間に合うかな？;I overslept <strong>slightly</strong>. If I hurry I wonder if I will be able to make it in time.;[sound:わずかに寝坊した。急げば間に合うかな？.ogg]<br>[sound:僅かに寝坊した。急げば間に合うかな？.ogg];;N2;bunpro JLPT2 validated
53295;宿題がわずかに残っている。食事の後にやるしかない。;I <strong>only</strong> have <strong>a little</strong> homework left. I have no choice but to do it after I eat.;[sound:宿題がわずかに残っている。食事の後にやるしかない。.ogg]<br>[sound:宿題が僅かに残っている。食事の後にやるしかない。.ogg];;N2;bunpro JLPT2 validated
53296;彼の声がわずかに聞こえた。きっと電話の向こうに彼がいる。;I could <strong>barely</strong> hear his voice. He must be far from the phone.;[sound:彼の声がわずかに聞こえた。きっと電話の向こうに彼がいる。.ogg]<br>[sound:彼の声が僅かに聞こえた。きっと電話の向こうに彼がいる。.ogg];;N2;bunpro JLPT2 validated
53297;怪我をした小鳥がわずかに飛んだ。もう少しで元気になる。;The small injured bird flew <strong>a little</strong> (<strong>slightly</strong>). It will soon become healthy.;[sound:怪我をした小鳥がわずかに飛んだ。もう少しで元気になる。.ogg]<br>[sound:怪我をした小鳥が僅かに飛んだ。もう少しで元気になる。.ogg];;N2;bunpro JLPT2 validated
53298;そのグループの中から準決勝に進出する選手はわずかに４人です。;<strong>Only</strong> four players will advance to the semifinals from this group.;[sound:そのグループの中から準決勝に進出する選手はわずかに４人です。.ogg]<br>[sound:そのグループの中から準決勝に進出する選手は僅かに４人です。.ogg];;N2;bunpro JLPT2 validated
53299;子供の頃、この通りにそって歩いて行くと、子供が遊んでいるのが見えたものだ。賑やかな街だった。<br/>今ではわずかに会えるくらいだ。;During my childhood, when I went along this street I used to see children playing.<br>It used to be a lively town. Now, I <strong>barely</strong> see anyone.;[sound:子供の頃、この通りにそって歩いて行くと、子供が遊んでいるのが.ogg];;N2;bunpro JLPT2 validated
53305;ハンバーガーやフライドポテトはいわゆるジャンクフードだ。;Hamburgers and French fries are <strong>so-called</strong> junk food.;[sound:ハンバーガーやフライドポテトはいわゆるジャンクフードだ。_1305.ogg];;N2;bunpro JLPT2
53306;それはいわゆる陰謀論というものですね？;That is <strong>what is called</strong> a conspiracy theory, right?;[sound:それはいわゆる陰謀論というものですね？_2951.ogg];;N2;bunpro JLPT2
53307;これはいわゆる和製英語というものです。;This is <strong>what is called</strong> a loanword.;[sound:これはいわゆる和製英語というものです。_0610.ogg];;N2;bunpro JLPT2
53308;それはいわゆる神話というやつです。信用してはいけません。;That is <strong>what is called</strong> a myth. I must not believe it.;[sound:それはいわゆる神話というやつです。信用してはいけません。.ogg]<br>[sound:それは所謂神話というやつです。信用してはいけません。.ogg];;N2;bunpro JLPT2 validated
53309;これはいわゆる宣伝ですので、ご理解ください。;Since this is a <strong>so-called</strong> advertisement, please understand.;[sound:これはいわゆる宣伝ですので、ご理解ください。.ogg]<br>[sound:これは所謂宣伝ですので、ご理解ください。.ogg];;N2;bunpro JLPT2 validated
53310;これはいわゆる葬式ではありませんので、悲しまないでください。;This is not <strong>what you would call</strong> a funeral, so do not be sad.;[sound:これはいわゆる葬式ではありませんので、悲しまないでください。.ogg]<br>[sound:これは所謂葬式ではありませんので、悲しまないでください。.ogg];;N2;bunpro JLPT2 validated
53311;これはいわゆる総理案件というやつでは？;Isn't this <strong>what is called</strong> a matter related to the prime minister?;[sound:これはいわゆる総理案件というやつでは？.ogg]<br>[sound:これは所謂総理案件というやつでは？.ogg];;N2;bunpro JLPT2 validated
53312;いわゆる速達でも多分間に合わないと思いますよ。;I think the <strong>so-called</strong> express delivery will probably not make it in time.;[sound:いわゆる速達でも多分間に合わないと思いますよ。.ogg]<br>[sound:所謂速達でも多分間に合わないと思いますよ。.ogg];;N2;bunpro JLPT2 validated
53313;「素質がない」と言ったが、いわゆる力不足だ。;(They) said '(he) doesn't have the qualities,' but it is <strong>what is called</strong> a lack of power.;[sound:「素質がない」と言ったが、所謂力不足だ。.ogg]<br>[sound:｢素質がない｣と言ったが、いわゆる力不足だ。.ogg];;N2;bunpro JLPT2 validated
53314;新しい麺を開発したそうだが、これはいわゆる蕎麦だね。;I heard that a new noodle was developed, but this is <strong>commonly known as</strong> soba.;[sound:新しい麺を開発したそうだが、これはいわゆる蕎麦だね。.ogg]<br>[sound:新しい麺を開発したそうだが、これは所謂蕎麦だね。.ogg];;N2;bunpro JLPT2 validated
53315;彼はいわゆるゴールドラッシュのおかげで大金を稼いだ。;He has earned his fortune thanks to the <strong>so-called</strong> gold rush.;[sound:彼はいわゆるゴールドラッシュのおかげで大金を稼いだ。.ogg]<br>[sound:彼は所謂ゴールドラッシュのおかげで大金を稼いだ。.ogg];;N2;bunpro JLPT2 validated
53316;他の言語から取り入れた言葉、いわゆる借用語は日本語の中によくみられる。;Words introduced from other languages, <strong>so-called</strong> loanwords, can often be seen in Japanese.;[sound:他の言語から取り入れた言葉、いわゆる借用語は日本語の中によく.ogg]<br>[sound:他の言語から取り入れた言葉、所謂借用語は日本語の中によくみら.ogg];;N2;bunpro JLPT2 validated
53317;本物のように見えるが薬効成分のない薬、いわゆる偽薬（プラセボ）が場合によって医者から処方されているかもしれない。;Medicine that looks like the real thing, but does not have an active ingredient (<strong>what is called</strong> a placebo), might be prescribed by a doctor in some cases. ;[sound:本物のように見えるが薬効成分のない薬、所謂偽薬が場合によって.ogg];;N2;bunpro JLPT2 validated
53318;彼女は昼休憩に帰るというふうに聞いています。;I heard something <strong>as if to suggest</strong> that she is going to go home during lunch break.;[sound:彼女は昼休憩に帰るというふうに聞いています。_6922.ogg];;N2;bunpro JLPT2
53319;鈴木さんはこの試験に命がかかっているというふうに勉強をした。;Suzuki-san studied <strong>as if to suggest</strong> that his life depended on this exam.;[sound:鈴木さんはこの試験に命がかかっているというふうに勉強をした。_9459.ogg];;N2;bunpro JLPT2
53320;私は今まで自分が一番仕事ができる人だというふうに思っていた。;Until recently, I always thought <strong>in such a way as to</strong> suggest that I was the most capable person when it comes to work.;[sound:私は今まで自分が一番仕事ができる人だというふうに思っていた。_0775.ogg];;N2;bunpro JLPT2
53321;彼はデザイン、僕はプログラミング、というふうに役割を分けてアプリを開発することにした。;We decided to develop the application by dividing the roles in the following <strong>way</strong>: he would do the design and I would do the programming.;[sound:彼はデザイン、僕はプログラミング、というふうに役割を分けてア_3458.ogg];;N2;bunpro JLPT2
53322;父：「母に、遅れるだろうというふうに言って。」;<span class='name-highlight'>Father</span>: 'Tell mom <strong>in such a way as to suggest</strong> that I will be late.';[sound:父：「母に、遅れるだろうという風に言って。」.ogg]<br>[sound:父：母に、遅れるだろうという風に言って。.ogg];;N2;bunpro JLPT2 validated
53323;秘書が仕事を辞めるというふうに聞いていた。;I heard something <strong>as if to suggest that</strong> the secretary decided to quit.;[sound:秘書が仕事を辞めるという風に聞いていた。.ogg];;N2;bunpro JLPT2 validated
53324;彼女は命がかかってるというふうに走っていた。;She was running <strong>in a way that suggested</strong> her life depended on it.;[sound:彼女は命がかかってるという風に走っていた。.ogg];;N2;bunpro JLPT2 validated
53325;入団してすぐに活躍というふうになかなかいかない。;It is quite difficult to do <strong>things like</strong> activities immediately after enrolling.;[sound:入団してすぐに活躍という風になかなかいかない。.ogg];;N2;bunpro JLPT2 validated
53326;合格は堅いというふうに言われても、やっぱり不安です。;Even if I am told <strong>in such a way that suggests</strong> that passing is a given, I am still uneasy.;[sound:合格は堅いという風に言われても、やっぱり不安です。.ogg];;N2;bunpro JLPT2 validated
53327;今度の転勤、「関東」というふうにはいかないだろうな。;With this job transfer, I am wondering <strong>if it is to say</strong> that I won't be going to 'Kanto'.;[sound:今度の転勤、「関東」という風にはいかないだろうな。.ogg];;N2;bunpro JLPT2 validated
53328;わざとではないけど、「勘違い」というふうには思ってもらえないだろうな。;It wasn't on purpose, but I wonder if we can't get them to think that it was <strong>something like</strong> a 'misunderstanding'.;[sound:わざとではないけど、「勘違い」という風には思ってもらえないだ.ogg];;N2;bunpro JLPT2 validated
53329;過剰包装というふうに言われるが、これにはこだわりがある。;I was told <strong>in such a way that</strong> I overdo it when it comes to wrapping, but it is something that I am picky about.;[sound:過剰包装という風に言われるが、これにはこだわりがある。.ogg];;N2;bunpro JLPT2 validated
53330;刑事：「武さんはその事故のことを知っていたというふうに私を見ていた。」;<span class='name-highlight'>Detective:</span> He looked at me <strong>as if to suggest that</strong> he knew some circumstances of that accident.;[sound:刑事：「武さんはその事故 のことを知っていたという風に私を見.ogg]<br>[sound:刑事：「武さんはその事故のことを知っていたという風に私を見て.ogg];;N2;bunpro JLPT2 validated
53331;私は掃除、母は晩御飯、父は暖炉に火を付ける、というふうにみんなが客の来訪のために、準備した。;We all prepared for a guest visit, <strong>in the following ways</strong>: I cleaned, mom made dinner, and dad fired up the fireplace.;[sound:私は掃除、母は晩御飯、父は暖炉に火を付ける、という風にみんな.ogg];;N2;bunpro JLPT2 validated
53365;日本は安全な国だと言われている。しかしながら１００％安全というわけでもない。;Japan is said to be a safe country. <strong>However</strong>, it is not 100% safe.;[sound:日本は安全な国だと言われている。しかしながら１００％安全とい_7619.ogg];;N2;bunpro JLPT2 validated
53366;精一杯頑張れば夢が叶うと言われている。しかしながら、人生はそう甘くない。;It is said that if you work as hard as you can, your dreams will come true. <strong>However</strong>, life is not so easy.;[sound:精一杯頑張れば夢が叶うと言われている。しかしながら、人生はそ_6436.ogg];;N2;bunpro JLPT2
53367;そのアイデアはいいと思います。しかしながら、我々の予算だとそのプランを実行することはできないでしょう。;I think the idea is good. <strong>However</strong>, our budget will not allow us to implement that plan.;[sound:そのアイデアはいいと思います。しかしながら、我々の予算だとそ_0235.ogg];;N2;bunpro JLPT2
53368;記事：「多くの喫煙者は喫煙が癌の原因の一つであることを知っている。しかしながら、気にせずに未だタバコを吸い続けている。」;<span class='name-highlight'>Article</span>: 'Many smokers know that smoking is one of the causes of cancer. <strong>However</strong>, they don't care and continue to smoke.';[sound:記事：「多くの喫煙者は喫煙が癌の原因の一つである-e1d183ca37e44eb38.ogg];;N2;bunpro JLPT2 validated
53369;ある電気自動車は自動的に運転することができる。しかしながら運転者はまだハンドルの上に手を置く必要がある。;'Certain electric cars can steer automatically. <strong>However</strong>, the driver still has to keep their hands on the steering wheel.';[sound:ある電気自動車は自動的に運転することができる。し-f398bbc04be81a700.ogg];;N2;bunpro JLPT2 validated
53370;記事：「オゾンホールの問題は９０年代には解決できるとは思われていなかった。しかしながら、国際協力により、オゾン層は２００５年ごろから回復が進んでいる。」;'The ozone hole problem didn't seem solvable in the 90s. <strong>However</strong>, thanks to international cooperation, the ozone layer has been recovering since around 2005.';[sound:記事：「オゾンホールの問題は９０年代には解決できるとは思われ.ogg];;N2;bunpro JLPT2 validated
53371;アニメーション評価：「『ジェイクとビーモ』というアニメーションは子供向けである。しかしながら、子供たちだけでなく大人向きでもある。」;"<span class='name-highlight'>Animation review</span>: 'The animated cartoon ""Jake and Beemo"" is targeted at children. <strong>However</strong>, it is suitable not only for children, but for adults as well.'";[sound:アニメション評価：「【ジェイクとビーモ】というアニメーション.ogg]<br>[sound:アニメーション評価：「『ジェイクとビーモ』というアニメーショ.ogg];;N2;bunpro JLPT2 validated
53372;大学を卒業したなら簡単に就職できると考えられている。しかしながら今の就職難の現状からみて、実際は、そのように簡単ではない。;It is considered easy to get a job if one graduates from a university. <strong>However</strong>, judging from the current scarcity of employment, this does not seem to be the case.;[sound:大学を卒業したなら簡単に就職できると考えられている。しかしな.ogg];;N2;bunpro JLPT2 validated
53373;記事：「国Aの政府と国Bの政府の関係は悪化しています。しかしながら、一般市民達の関係は依然として良い状態です。」;<span class='name-highlight'>Article</span>: 'The relations between the governments of country A and country B are getting worse. <strong>However</strong>, the relations between ordinary citizens are still in a good state.';[sound:記事：「国aの 政府と国bの政府の関係は悪化しています。しかしな.ogg]<br>[sound:記事：「国aの政府と国bの政府の関係は悪化しています。しかしな.ogg];;N2;bunpro JLPT2 validated
53374;記事：「親は自分の子供を客観視しにくいというのは事実である。しかしながら、必要がある場合は、脇から見ることもできるのではないだろうか。」;<span class='name-highlight'>Article</span>: 'It is a fact that parents have a hard time looking at their children objectively. <strong>However</strong>, should the need arise, I think they are also able to look at them without any presumptions.';[sound:記事：「親は自分の子供を客観視しにくいというのは事実である。.ogg];;N2;bunpro JLPT2 validated
53423;一人で洞窟に入るのは危ないと知りつつも、入ってしまった。;<strong>Despite knowing</strong> that going in a cave alone is dangerous, I went in.;[sound:一人で洞窟に入るのは危ないと知りつつも、入ってしまった。_5085.ogg];;N2;bunpro JLPT2
53424;初めてのライブで緊張しつつもものすごく楽しめました。;<strong>Despite being</strong> very nervous at my first concert, I was able to enjoy it.;[sound:初めてのライブで緊張しつつもものすごく楽しめました。_7123.ogg];;N2;bunpro JLPT2
53425;上をねらいつつも、まるで狙っていないかのような素振りをしています。;<strong>Despite aiming</strong> up, he is swinging like he isn't even aiming.;[sound:上を狙いつつも、まるで狙っていないかのような素振りをしていま.ogg];;N2;bunpro JLPT2 validated
53426;南極点遠征はよくそなえつつも、失敗した。;<strong>Despite</strong> (everyone) <strong>preparing</strong> well, the south pole expedition failed.;[sound:南極点遠征はよく備えつつも、失敗した。.ogg];;N2;bunpro JLPT2 validated
53427;車庫のシャッターをあけつつも、まだ行こうか行くまいか迷っていた。;<strong>Despite opening</strong> the garage door, I was still debating whether or not to go.;[sound:車庫のシャッターを開けつつも、まだ行こうか行くまいか迷ってい.ogg];;N2;bunpro JLPT2 validated
53428;船は、沈みそうになりつつも、なんとか港まで帰って来た。;<strong>Even though</strong> the ship was on the verge of sink<strong>ing</strong>, it somehow made it to the harbor.;[sound:船は、沈みそうになりつつも、なんとか港まで帰って来た。.ogg];;N2;bunpro JLPT2 validated
53429;主人公はこの地下牢に入るのは危ないとおもいつつも、また入った。;<strong>Despite thinking</strong> that entering the dungeon was dangerous, the protagonist still went inside.;[sound:主人公はこの地下牢に入るのは危ないと思いつつも、また入った。.ogg];;N2;bunpro JLPT2 validated
